Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,05-04-2024,11,240
CQ,Clarke Quay,05-04-2024,11,134
FN,Funan,05-04-2024,11,251
PS,Plaza Singapura,05-04-2024,11,426
RCS,Raffles City,05-04-2024,11,579
TAO,The Atrium@Orchard,05-04-2024,11,3
BM,Bedok Mall,05-04-2024,11,127
TM,Tampines Mall,05-04-2024,11,447
BPP,Bukit Panjang Plaza,05-04-2024,11,86
J8,Junction 8,05-04-2024,11,147
LO,Lot One,05-04-2024,11,217
IMM,IMM,05-04-2024,11,656
WG,Westgate,05-04-2024,11,361
CG,CapitaGreen,05-04-2024,11,105
CT,Capital Tower,05-04-2024,11,0
SBR,Six Battery Road,05-04-2024,11,63
CS,CapitaSpring,05-04-2024,11,180
