Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,09-04-2024,09,278
CQ,Clarke Quay,09-04-2024,09,184
FN,Funan,09-04-2024,09,318
PS,Plaza Singapura,09-04-2024,09,645
RCS,Raffles City,09-04-2024,09,763
TAO,The Atrium@Orchard,09-04-2024,09,32
BM,Bedok Mall,09-04-2024,09,204
TM,Tampines Mall,09-04-2024,09,573
BPP,Bukit Panjang Plaza,09-04-2024,09,256
J8,Junction 8,09-04-2024,09,232
LO,Lot One,09-04-2024,09,300
IMM,IMM,09-04-2024,09,937
WG,Westgate,09-04-2024,09,485
CG,CapitaGreen,09-04-2024,09,111
CT,Capital Tower,09-04-2024,09,0
SBR,Six Battery Road,09-04-2024,09,116
CS,CapitaSpring,09-04-2024,09,238
