Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,08-04-2024,21,222
CQ,Clarke Quay,08-04-2024,21,203
FN,Funan,08-04-2024,21,300
PS,Plaza Singapura,08-04-2024,21,510
RCS,Raffles City,08-04-2024,21,744
TAO,The Atrium@Orchard,08-04-2024,21,30
BM,Bedok Mall,08-04-2024,21,134
TM,Tampines Mall,08-04-2024,21,461
BPP,Bukit Panjang Plaza,08-04-2024,21,265
J8,Junction 8,08-04-2024,21,228
LO,Lot One,08-04-2024,21,235
IMM,IMM,08-04-2024,21,801
WG,Westgate,08-04-2024,21,400
CG,CapitaGreen,08-04-2024,21,177
CT,Capital Tower,08-04-2024,21,22
SBR,Six Battery Road,08-04-2024,21,101
CS,CapitaSpring,08-04-2024,21,138
