Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,02-04-2024,11,232
CQ,Clarke Quay,02-04-2024,11,88
FN,Funan,02-04-2024,11,211
PS,Plaza Singapura,02-04-2024,11,447
RCS,Raffles City,02-04-2024,11,529
TAO,The Atrium@Orchard,02-04-2024,11,0
BM,Bedok Mall,02-04-2024,11,98
TM,Tampines Mall,02-04-2024,11,440
BPP,Bukit Panjang Plaza,02-04-2024,11,240
J8,Junction 8,02-04-2024,11,118
LO,Lot One,02-04-2024,11,241
IMM,IMM,02-04-2024,11,615
WG,Westgate,02-04-2024,11,284
CG,CapitaGreen,02-04-2024,11,62
CT,Capital Tower,02-04-2024,11,0
SBR,Six Battery Road,02-04-2024,11,47
CS,CapitaSpring,02-04-2024,11,167
