Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,07-04-2024,10,228
CQ,Clarke Quay,07-04-2024,10,242
FN,Funan,07-04-2024,10,305
PS,Plaza Singapura,07-04-2024,10,536
RCS,Raffles City,07-04-2024,10,764
TAO,The Atrium@Orchard,07-04-2024,10,53
BM,Bedok Mall,07-04-2024,10,109
TM,Tampines Mall,07-04-2024,10,420
BPP,Bukit Panjang Plaza,07-04-2024,10,241
J8,Junction 8,07-04-2024,10,164
LO,Lot One,07-04-2024,10,230
IMM,IMM,07-04-2024,10,975
WG,Westgate,07-04-2024,10,349
CG,CapitaGreen,07-04-2024,10,161
CT,Capital Tower,07-04-2024,10,31
SBR,Six Battery Road,07-04-2024,10,146
CS,CapitaSpring,07-04-2024,10,347
