Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,01-04-2024,12,212
CQ,Clarke Quay,01-04-2024,12,104
FN,Funan,01-04-2024,12,198
PS,Plaza Singapura,01-04-2024,12,349
RCS,Raffles City,01-04-2024,12,417
TAO,The Atrium@Orchard,01-04-2024,12,5
BM,Bedok Mall,01-04-2024,12,41
TM,Tampines Mall,01-04-2024,12,305
BPP,Bukit Panjang Plaza,01-04-2024,12,169
J8,Junction 8,01-04-2024,12,68
LO,Lot One,01-04-2024,12,151
IMM,IMM,01-04-2024,12,412
WG,Westgate,01-04-2024,12,156
CG,CapitaGreen,01-04-2024,12,82
CT,Capital Tower,01-04-2024,12,43
SBR,Six Battery Road,01-04-2024,12,56
CS,CapitaSpring,01-04-2024,12,192
