Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,10-04-2024,15,8
CQ,Clarke Quay,10-04-2024,15,150
FN,Funan,10-04-2024,15,36
PS,Plaza Singapura,10-04-2024,15,67
RCS,Raffles City,10-04-2024,15,458
TAO,The Atrium@Orchard,10-04-2024,15,32
BM,Bedok Mall,10-04-2024,15,26
TM,Tampines Mall,10-04-2024,15,103
BPP,Bukit Panjang Plaza,10-04-2024,15,195
J8,Junction 8,10-04-2024,15,49
LO,Lot One,10-04-2024,15,140
IMM,IMM,10-04-2024,15,84
WG,Westgate,10-04-2024,15,39
CG,CapitaGreen,10-04-2024,15,167
CT,Capital Tower,10-04-2024,15,52
SBR,Six Battery Road,10-04-2024,15,146
CS,CapitaSpring,10-04-2024,15,330
