Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,13-04-2024,20,70
CQ,Clarke Quay,13-04-2024,20,0
FN,Funan,13-04-2024,20,42
PS,Plaza Singapura,13-04-2024,20,99
RCS,Raffles City,13-04-2024,20,358
TAO,The Atrium@Orchard,13-04-2024,20,40
BM,Bedok Mall,13-04-2024,20,12
TM,Tampines Mall,13-04-2024,20,123
BPP,Bukit Panjang Plaza,13-04-2024,20,169
J8,Junction 8,13-04-2024,20,69
LO,Lot One,13-04-2024,20,136
IMM,IMM,13-04-2024,20,377
WG,Westgate,13-04-2024,20,41
CG,CapitaGreen,13-04-2024,20,145
CT,Capital Tower,13-04-2024,20,46
SBR,Six Battery Road,13-04-2024,20,142
CS,CapitaSpring,13-04-2024,20,262
