Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,13-04-2024,22,145
CQ,Clarke Quay,13-04-2024,22,65
FN,Funan,13-04-2024,22,250
PS,Plaza Singapura,13-04-2024,22,544
RCS,Raffles City,13-04-2024,22,853
TAO,The Atrium@Orchard,13-04-2024,22,86
BM,Bedok Mall,13-04-2024,22,225
TM,Tampines Mall,13-04-2024,22,552
BPP,Bukit Panjang Plaza,13-04-2024,22,311
J8,Junction 8,13-04-2024,22,239
LO,Lot One,13-04-2024,22,272
IMM,IMM,13-04-2024,22,1107
WG,Westgate,13-04-2024,22,495
CG,CapitaGreen,13-04-2024,22,153
CT,Capital Tower,13-04-2024,22,47
SBR,Six Battery Road,13-04-2024,22,138
CS,CapitaSpring,13-04-2024,22,302
