Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,12-04-2024,12,205
CQ,Clarke Quay,12-04-2024,12,127
FN,Funan,12-04-2024,12,161
PS,Plaza Singapura,12-04-2024,12,348
RCS,Raffles City,12-04-2024,12,325
TAO,The Atrium@Orchard,12-04-2024,12,4
BM,Bedok Mall,12-04-2024,12,0
TM,Tampines Mall,12-04-2024,12,298
BPP,Bukit Panjang Plaza,12-04-2024,12,161
J8,Junction 8,12-04-2024,12,44
LO,Lot One,12-04-2024,12,150
IMM,IMM,12-04-2024,12,402
WG,Westgate,12-04-2024,12,148
CG,CapitaGreen,12-04-2024,12,70
CT,Capital Tower,12-04-2024,12,0
SBR,Six Battery Road,12-04-2024,12,78
CS,CapitaSpring,12-04-2024,12,195
