Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,09-04-2024,17,182
CQ,Clarke Quay,09-04-2024,17,86
FN,Funan,09-04-2024,17,148
PS,Plaza Singapura,09-04-2024,17,382
RCS,Raffles City,09-04-2024,17,524
TAO,The Atrium@Orchard,09-04-2024,17,7
BM,Bedok Mall,09-04-2024,17,81
TM,Tampines Mall,09-04-2024,17,319
BPP,Bukit Panjang Plaza,09-04-2024,17,198
J8,Junction 8,09-04-2024,17,113
LO,Lot One,09-04-2024,17,201
IMM,IMM,09-04-2024,17,503
WG,Westgate,09-04-2024,17,210
CG,CapitaGreen,09-04-2024,17,87
CT,Capital Tower,09-04-2024,17,65
SBR,Six Battery Road,09-04-2024,17,46
CS,CapitaSpring,09-04-2024,17,156
