Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,03-04-2024,18,219
CQ,Clarke Quay,03-04-2024,18,125
FN,Funan,03-04-2024,18,196
PS,Plaza Singapura,03-04-2024,18,409
RCS,Raffles City,03-04-2024,18,605
TAO,The Atrium@Orchard,03-04-2024,18,21
BM,Bedok Mall,03-04-2024,18,62
TM,Tampines Mall,03-04-2024,18,325
BPP,Bukit Panjang Plaza,03-04-2024,18,215
J8,Junction 8,03-04-2024,18,119
LO,Lot One,03-04-2024,18,184
IMM,IMM,03-04-2024,18,609
WG,Westgate,03-04-2024,18,276
CG,CapitaGreen,03-04-2024,18,131
CT,Capital Tower,03-04-2024,18,64
SBR,Six Battery Road,03-04-2024,18,27
CS,CapitaSpring,03-04-2024,18,165
