Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,04-04-2024,13,180
CQ,Clarke Quay,04-04-2024,13,102
FN,Funan,04-04-2024,13,105
PS,Plaza Singapura,04-04-2024,13,276
RCS,Raffles City,04-04-2024,13,284
TAO,The Atrium@Orchard,04-04-2024,13,0
BM,Bedok Mall,04-04-2024,13,26
TM,Tampines Mall,04-04-2024,13,341
BPP,Bukit Panjang Plaza,04-04-2024,13,180
J8,Junction 8,04-04-2024,13,40
LO,Lot One,04-04-2024,13,178
IMM,IMM,04-04-2024,13,419
WG,Westgate,04-04-2024,13,167
CG,CapitaGreen,04-04-2024,13,74
CT,Capital Tower,04-04-2024,13,0
SBR,Six Battery Road,04-04-2024,13,42
CS,CapitaSpring,04-04-2024,13,188
