Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,30-03-2024,16,77
CQ,Clarke Quay,30-03-2024,16,219
FN,Funan,30-03-2024,16,35
PS,Plaza Singapura,30-03-2024,16,154
RCS,Raffles City,30-03-2024,16,520
TAO,The Atrium@Orchard,30-03-2024,16,53
BM,Bedok Mall,30-03-2024,16,59
TM,Tampines Mall,30-03-2024,16,163
BPP,Bukit Panjang Plaza,30-03-2024,16,201
J8,Junction 8,30-03-2024,16,44
LO,Lot One,30-03-2024,16,159
IMM,IMM,30-03-2024,16,434
WG,Westgate,30-03-2024,16,0
CG,CapitaGreen,30-03-2024,16,171
CT,Capital Tower,30-03-2024,16,31
SBR,Six Battery Road,30-03-2024,16,138
CS,CapitaSpring,30-03-2024,16,338
