Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,16-04-2024,12,204
CQ,Clarke Quay,16-04-2024,12,46
FN,Funan,16-04-2024,12,186
PS,Plaza Singapura,16-04-2024,12,334
RCS,Raffles City,16-04-2024,12,288
TAO,The Atrium@Orchard,16-04-2024,12,0
BM,Bedok Mall,16-04-2024,12,48
TM,Tampines Mall,16-04-2024,12,328
BPP,Bukit Panjang Plaza,16-04-2024,12,182
J8,Junction 8,16-04-2024,12,60
LO,Lot One,16-04-2024,12,189
IMM,IMM,16-04-2024,12,361
WG,Westgate,16-04-2024,12,151
CG,CapitaGreen,16-04-2024,12,56
CT,Capital Tower,16-04-2024,12,0
SBR,Six Battery Road,16-04-2024,12,48
CS,CapitaSpring,16-04-2024,12,169
