Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,01-04-2024,17,222
CQ,Clarke Quay,01-04-2024,17,141
FN,Funan,01-04-2024,17,203
PS,Plaza Singapura,01-04-2024,17,421
RCS,Raffles City,01-04-2024,17,572
TAO,The Atrium@Orchard,01-04-2024,17,18
BM,Bedok Mall,01-04-2024,17,95
TM,Tampines Mall,01-04-2024,17,370
BPP,Bukit Panjang Plaza,01-04-2024,17,230
J8,Junction 8,01-04-2024,17,143
LO,Lot One,01-04-2024,17,200
IMM,IMM,01-04-2024,17,627
WG,Westgate,01-04-2024,17,292
CG,CapitaGreen,01-04-2024,17,96
CT,Capital Tower,01-04-2024,17,14
SBR,Six Battery Road,01-04-2024,17,49
CS,CapitaSpring,01-04-2024,17,182
