Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,30-03-2024,22,144
CQ,Clarke Quay,30-03-2024,22,84
FN,Funan,30-03-2024,22,314
PS,Plaza Singapura,30-03-2024,22,518
RCS,Raffles City,30-03-2024,22,810
TAO,The Atrium@Orchard,30-03-2024,22,85
BM,Bedok Mall,30-03-2024,22,226
TM,Tampines Mall,30-03-2024,22,483
BPP,Bukit Panjang Plaza,30-03-2024,22,308
J8,Junction 8,30-03-2024,22,234
LO,Lot One,30-03-2024,22,239
IMM,IMM,30-03-2024,22,1136
WG,Westgate,30-03-2024,22,274
CG,CapitaGreen,30-03-2024,22,171
CT,Capital Tower,30-03-2024,22,33
SBR,Six Battery Road,30-03-2024,22,139
CS,CapitaSpring,30-03-2024,22,329
