Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,31-03-2024,16,109
CQ,Clarke Quay,31-03-2024,16,230
FN,Funan,31-03-2024,16,119
PS,Plaza Singapura,31-03-2024,16,182
RCS,Raffles City,31-03-2024,16,587
TAO,The Atrium@Orchard,31-03-2024,16,50
BM,Bedok Mall,31-03-2024,16,53
TM,Tampines Mall,31-03-2024,16,119
BPP,Bukit Panjang Plaza,31-03-2024,16,170
J8,Junction 8,31-03-2024,16,77
LO,Lot One,31-03-2024,16,122
IMM,IMM,31-03-2024,16,379
WG,Westgate,31-03-2024,16,88
CG,CapitaGreen,31-03-2024,16,177
CT,Capital Tower,31-03-2024,16,23
SBR,Six Battery Road,31-03-2024,16,147
CS,CapitaSpring,31-03-2024,16,346
