Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,15-04-2024,22,266
CQ,Clarke Quay,15-04-2024,22,129
FN,Funan,15-04-2024,22,357
PS,Plaza Singapura,15-04-2024,22,616
RCS,Raffles City,15-04-2024,22,883
TAO,The Atrium@Orchard,15-04-2024,22,42
BM,Bedok Mall,15-04-2024,22,242
TM,Tampines Mall,15-04-2024,22,600
BPP,Bukit Panjang Plaza,15-04-2024,22,302
J8,Junction 8,15-04-2024,22,257
LO,Lot One,15-04-2024,22,275
IMM,IMM,15-04-2024,22,1007
WG,Westgate,15-04-2024,22,542
CG,CapitaGreen,15-04-2024,22,167
CT,Capital Tower,15-04-2024,22,0
SBR,Six Battery Road,15-04-2024,22,29
CS,CapitaSpring,15-04-2024,22,151
