Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,15-04-2024,16,193
CQ,Clarke Quay,15-04-2024,16,70
FN,Funan,15-04-2024,16,181
PS,Plaza Singapura,15-04-2024,16,403
RCS,Raffles City,15-04-2024,16,467
TAO,The Atrium@Orchard,15-04-2024,16,9
BM,Bedok Mall,15-04-2024,16,80
TM,Tampines Mall,15-04-2024,16,351
BPP,Bukit Panjang Plaza,15-04-2024,16,241
J8,Junction 8,15-04-2024,16,117
LO,Lot One,15-04-2024,16,208
IMM,IMM,15-04-2024,16,536
WG,Westgate,15-04-2024,16,279
CG,CapitaGreen,15-04-2024,16,65
CT,Capital Tower,15-04-2024,16,0
SBR,Six Battery Road,15-04-2024,16,22
CS,CapitaSpring,15-04-2024,16,156
