Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,02-04-2024,21,197
CQ,Clarke Quay,02-04-2024,21,174
FN,Funan,02-04-2024,21,267
PS,Plaza Singapura,02-04-2024,21,519
RCS,Raffles City,02-04-2024,21,718
TAO,The Atrium@Orchard,02-04-2024,21,33
BM,Bedok Mall,02-04-2024,21,174
TM,Tampines Mall,02-04-2024,21,466
BPP,Bukit Panjang Plaza,02-04-2024,21,239
J8,Junction 8,02-04-2024,21,197
LO,Lot One,02-04-2024,21,234
IMM,IMM,02-04-2024,21,836
WG,Westgate,02-04-2024,21,386
CG,CapitaGreen,02-04-2024,21,144
CT,Capital Tower,02-04-2024,21,70
SBR,Six Battery Road,02-04-2024,21,25
CS,CapitaSpring,02-04-2024,21,169
