Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,01-04-2024,20,200
CQ,Clarke Quay,01-04-2024,20,173
FN,Funan,01-04-2024,20,240
PS,Plaza Singapura,01-04-2024,20,419
RCS,Raffles City,01-04-2024,20,649
TAO,The Atrium@Orchard,01-04-2024,20,18
BM,Bedok Mall,01-04-2024,20,94
TM,Tampines Mall,01-04-2024,20,309
BPP,Bukit Panjang Plaza,01-04-2024,20,216
J8,Junction 8,01-04-2024,20,130
LO,Lot One,01-04-2024,20,177
IMM,IMM,01-04-2024,20,671
WG,Westgate,01-04-2024,20,289
CG,CapitaGreen,01-04-2024,20,161
CT,Capital Tower,01-04-2024,20,9
SBR,Six Battery Road,01-04-2024,20,48
CS,CapitaSpring,01-04-2024,20,179
