Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,03-04-2024,19,176
CQ,Clarke Quay,03-04-2024,19,126
FN,Funan,03-04-2024,19,151
PS,Plaza Singapura,03-04-2024,19,327
RCS,Raffles City,03-04-2024,19,511
TAO,The Atrium@Orchard,03-04-2024,19,23
BM,Bedok Mall,03-04-2024,19,34
TM,Tampines Mall,03-04-2024,19,198
BPP,Bukit Panjang Plaza,03-04-2024,19,153
J8,Junction 8,03-04-2024,19,84
LO,Lot One,03-04-2024,19,139
IMM,IMM,03-04-2024,19,521
WG,Westgate,03-04-2024,19,157
CG,CapitaGreen,03-04-2024,19,152
CT,Capital Tower,03-04-2024,19,63
SBR,Six Battery Road,03-04-2024,19,29
CS,CapitaSpring,03-04-2024,19,161
