Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,31-03-2024,13,85
CQ,Clarke Quay,31-03-2024,13,194
FN,Funan,31-03-2024,13,112
PS,Plaza Singapura,31-03-2024,13,124
RCS,Raffles City,31-03-2024,13,228
TAO,The Atrium@Orchard,31-03-2024,13,17
BM,Bedok Mall,31-03-2024,13,0
TM,Tampines Mall,31-03-2024,13,13
BPP,Bukit Panjang Plaza,31-03-2024,13,80
J8,Junction 8,31-03-2024,13,12
LO,Lot One,31-03-2024,13,58
IMM,IMM,31-03-2024,13,298
WG,Westgate,31-03-2024,13,0
CG,CapitaGreen,31-03-2024,13,123
CT,Capital Tower,31-03-2024,13,20
SBR,Six Battery Road,31-03-2024,13,142
CS,CapitaSpring,31-03-2024,13,325
