Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,08-04-2024,13,194
CQ,Clarke Quay,08-04-2024,13,84
FN,Funan,08-04-2024,13,158
PS,Plaza Singapura,08-04-2024,13,339
RCS,Raffles City,08-04-2024,13,308
TAO,The Atrium@Orchard,08-04-2024,13,4
BM,Bedok Mall,08-04-2024,13,28
TM,Tampines Mall,08-04-2024,13,269
BPP,Bukit Panjang Plaza,08-04-2024,13,172
J8,Junction 8,08-04-2024,13,48
LO,Lot One,08-04-2024,13,145
IMM,IMM,08-04-2024,13,394
WG,Westgate,08-04-2024,13,195
CG,CapitaGreen,08-04-2024,13,86
CT,Capital Tower,08-04-2024,13,62
SBR,Six Battery Road,08-04-2024,13,50
CS,CapitaSpring,08-04-2024,13,160
