Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,04-04-2024,11,255
CQ,Clarke Quay,04-04-2024,11,145
FN,Funan,04-04-2024,11,221
PS,Plaza Singapura,04-04-2024,11,454
RCS,Raffles City,04-04-2024,11,492
TAO,The Atrium@Orchard,04-04-2024,11,5
BM,Bedok Mall,04-04-2024,11,139
TM,Tampines Mall,04-04-2024,11,457
BPP,Bukit Panjang Plaza,04-04-2024,11,256
J8,Junction 8,04-04-2024,11,134
LO,Lot One,04-04-2024,11,234
IMM,IMM,04-04-2024,11,598
WG,Westgate,04-04-2024,11,310
CG,CapitaGreen,04-04-2024,11,67
CT,Capital Tower,04-04-2024,11,0
SBR,Six Battery Road,04-04-2024,11,46
CS,CapitaSpring,04-04-2024,11,182
