Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,05-04-2024,15,202
CQ,Clarke Quay,05-04-2024,15,94
FN,Funan,05-04-2024,15,118
PS,Plaza Singapura,05-04-2024,15,358
RCS,Raffles City,05-04-2024,15,454
TAO,The Atrium@Orchard,05-04-2024,15,0
BM,Bedok Mall,05-04-2024,15,58
TM,Tampines Mall,05-04-2024,15,355
BPP,Bukit Panjang Plaza,05-04-2024,15,201
J8,Junction 8,05-04-2024,15,120
LO,Lot One,05-04-2024,15,198
IMM,IMM,05-04-2024,15,501
WG,Westgate,05-04-2024,15,234
CG,CapitaGreen,05-04-2024,15,107
CT,Capital Tower,05-04-2024,15,0
SBR,Six Battery Road,05-04-2024,15,61
CS,CapitaSpring,05-04-2024,15,181
