Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,05-04-2024,22,134
CQ,Clarke Quay,05-04-2024,22,37
FN,Funan,05-04-2024,22,239
PS,Plaza Singapura,05-04-2024,22,521
RCS,Raffles City,05-04-2024,22,771
TAO,The Atrium@Orchard,05-04-2024,22,33
BM,Bedok Mall,05-04-2024,22,211
TM,Tampines Mall,05-04-2024,22,516
BPP,Bukit Panjang Plaza,05-04-2024,22,305
J8,Junction 8,05-04-2024,22,231
LO,Lot One,05-04-2024,22,256
IMM,IMM,05-04-2024,22,951
WG,Westgate,05-04-2024,22,469
CG,CapitaGreen,05-04-2024,22,169
CT,Capital Tower,05-04-2024,22,60
SBR,Six Battery Road,05-04-2024,22,139
CS,CapitaSpring,05-04-2024,22,173
