Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,02-04-2024,20,185
CQ,Clarke Quay,02-04-2024,20,151
FN,Funan,02-04-2024,20,193
PS,Plaza Singapura,02-04-2024,20,401
RCS,Raffles City,02-04-2024,20,580
TAO,The Atrium@Orchard,02-04-2024,20,18
BM,Bedok Mall,02-04-2024,20,91
TM,Tampines Mall,02-04-2024,20,307
BPP,Bukit Panjang Plaza,02-04-2024,20,172
J8,Junction 8,02-04-2024,20,108
LO,Lot One,02-04-2024,20,175
IMM,IMM,02-04-2024,20,635
WG,Westgate,02-04-2024,20,253
CG,CapitaGreen,02-04-2024,20,134
CT,Capital Tower,02-04-2024,20,70
SBR,Six Battery Road,02-04-2024,20,22
CS,CapitaSpring,02-04-2024,20,170
