Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,11-04-2024,21,188
CQ,Clarke Quay,11-04-2024,21,142
FN,Funan,11-04-2024,21,229
PS,Plaza Singapura,11-04-2024,21,480
RCS,Raffles City,11-04-2024,21,670
TAO,The Atrium@Orchard,11-04-2024,21,31
BM,Bedok Mall,11-04-2024,21,133
TM,Tampines Mall,11-04-2024,21,455
BPP,Bukit Panjang Plaza,11-04-2024,21,253
J8,Junction 8,11-04-2024,21,195
LO,Lot One,11-04-2024,21,239
IMM,IMM,11-04-2024,21,804
WG,Westgate,11-04-2024,21,308
CG,CapitaGreen,11-04-2024,21,180
CT,Capital Tower,11-04-2024,21,15
SBR,Six Battery Road,11-04-2024,21,76
CS,CapitaSpring,11-04-2024,21,155
