Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,02-04-2024,10,258
CQ,Clarke Quay,02-04-2024,10,118
FN,Funan,02-04-2024,10,260
PS,Plaza Singapura,02-04-2024,10,555
RCS,Raffles City,02-04-2024,10,610
TAO,The Atrium@Orchard,02-04-2024,10,0
BM,Bedok Mall,02-04-2024,10,183
TM,Tampines Mall,02-04-2024,10,546
BPP,Bukit Panjang Plaza,02-04-2024,10,275
J8,Junction 8,02-04-2024,10,191
LO,Lot One,02-04-2024,10,266
IMM,IMM,02-04-2024,10,774
WG,Westgate,02-04-2024,10,419
CG,CapitaGreen,02-04-2024,10,59
CT,Capital Tower,02-04-2024,10,0
SBR,Six Battery Road,02-04-2024,10,55
CS,CapitaSpring,02-04-2024,10,162
