Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,16-04-2024,16,203
CQ,Clarke Quay,16-04-2024,16,3
FN,Funan,16-04-2024,16,152
PS,Plaza Singapura,16-04-2024,16,383
RCS,Raffles City,16-04-2024,16,435
TAO,The Atrium@Orchard,16-04-2024,16,5
BM,Bedok Mall,16-04-2024,16,89
TM,Tampines Mall,16-04-2024,16,371
BPP,Bukit Panjang Plaza,16-04-2024,16,233
J8,Junction 8,16-04-2024,16,120
LO,Lot One,16-04-2024,16,214
IMM,IMM,16-04-2024,16,555
WG,Westgate,16-04-2024,16,253
CG,CapitaGreen,16-04-2024,16,49
CT,Capital Tower,16-04-2024,16,0
SBR,Six Battery Road,16-04-2024,16,45
CS,CapitaSpring,16-04-2024,16,161
