Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,06-04-2024,10,250
CQ,Clarke Quay,06-04-2024,10,244
FN,Funan,06-04-2024,10,242
PS,Plaza Singapura,06-04-2024,10,352
RCS,Raffles City,06-04-2024,10,790
TAO,The Atrium@Orchard,06-04-2024,10,3
BM,Bedok Mall,06-04-2024,10,122
TM,Tampines Mall,06-04-2024,10,391
BPP,Bukit Panjang Plaza,06-04-2024,10,223
J8,Junction 8,06-04-2024,10,148
LO,Lot One,06-04-2024,10,226
IMM,IMM,06-04-2024,10,1009
WG,Westgate,06-04-2024,10,349
CG,CapitaGreen,06-04-2024,10,158
CT,Capital Tower,06-04-2024,10,33
SBR,Six Battery Road,06-04-2024,10,144
CS,CapitaSpring,06-04-2024,10,326
