Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,05-04-2024,21,85
CQ,Clarke Quay,05-04-2024,21,0
FN,Funan,05-04-2024,21,105
PS,Plaza Singapura,05-04-2024,21,247
RCS,Raffles City,05-04-2024,21,434
TAO,The Atrium@Orchard,05-04-2024,21,20
BM,Bedok Mall,05-04-2024,21,66
TM,Tampines Mall,05-04-2024,21,272
BPP,Bukit Panjang Plaza,05-04-2024,21,219
J8,Junction 8,05-04-2024,21,121
LO,Lot One,05-04-2024,21,180
IMM,IMM,05-04-2024,21,635
WG,Westgate,05-04-2024,21,200
CG,CapitaGreen,05-04-2024,21,152
CT,Capital Tower,05-04-2024,21,60
SBR,Six Battery Road,05-04-2024,21,126
CS,CapitaSpring,05-04-2024,21,164
