Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,06-04-2024,21,78
CQ,Clarke Quay,06-04-2024,21,37
FN,Funan,06-04-2024,21,116
PS,Plaza Singapura,06-04-2024,21,266
RCS,Raffles City,06-04-2024,21,570
TAO,The Atrium@Orchard,06-04-2024,21,30
BM,Bedok Mall,06-04-2024,21,75
TM,Tampines Mall,06-04-2024,21,198
BPP,Bukit Panjang Plaza,06-04-2024,21,223
J8,Junction 8,06-04-2024,21,123
LO,Lot One,06-04-2024,21,181
IMM,IMM,06-04-2024,21,642
WG,Westgate,06-04-2024,21,209
CG,CapitaGreen,06-04-2024,21,174
CT,Capital Tower,06-04-2024,21,41
SBR,Six Battery Road,06-04-2024,21,131
CS,CapitaSpring,06-04-2024,21,335
