Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,06-04-2024,12,146
CQ,Clarke Quay,06-04-2024,12,158
FN,Funan,06-04-2024,12,95
PS,Plaza Singapura,06-04-2024,12,0
RCS,Raffles City,06-04-2024,12,487
TAO,The Atrium@Orchard,06-04-2024,12,3
BM,Bedok Mall,06-04-2024,12,0
TM,Tampines Mall,06-04-2024,12,0
BPP,Bukit Panjang Plaza,06-04-2024,12,121
J8,Junction 8,06-04-2024,12,13
LO,Lot One,06-04-2024,12,82
IMM,IMM,06-04-2024,12,510
WG,Westgate,06-04-2024,12,34
CG,CapitaGreen,06-04-2024,12,163
CT,Capital Tower,06-04-2024,12,32
SBR,Six Battery Road,06-04-2024,12,137
CS,CapitaSpring,06-04-2024,12,314
