Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,02-04-2024,09,291
CQ,Clarke Quay,02-04-2024,09,190
FN,Funan,02-04-2024,09,332
PS,Plaza Singapura,02-04-2024,09,648
RCS,Raffles City,02-04-2024,09,762
TAO,The Atrium@Orchard,02-04-2024,09,25
BM,Bedok Mall,02-04-2024,09,219
TM,Tampines Mall,02-04-2024,09,601
BPP,Bukit Panjang Plaza,02-04-2024,09,294
J8,Junction 8,02-04-2024,09,252
LO,Lot One,02-04-2024,09,275
IMM,IMM,02-04-2024,09,946
WG,Westgate,02-04-2024,09,491
CG,CapitaGreen,02-04-2024,09,101
CT,Capital Tower,02-04-2024,09,0
SBR,Six Battery Road,02-04-2024,09,104
CS,CapitaSpring,02-04-2024,09,239
