Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,12-04-2024,13,151
CQ,Clarke Quay,12-04-2024,13,104
FN,Funan,12-04-2024,13,113
PS,Plaza Singapura,12-04-2024,13,258
RCS,Raffles City,12-04-2024,13,198
TAO,The Atrium@Orchard,12-04-2024,13,7
BM,Bedok Mall,12-04-2024,13,11
TM,Tampines Mall,12-04-2024,13,199
BPP,Bukit Panjang Plaza,12-04-2024,13,147
J8,Junction 8,12-04-2024,13,29
LO,Lot One,12-04-2024,13,147
IMM,IMM,12-04-2024,13,317
WG,Westgate,12-04-2024,13,106
CG,CapitaGreen,12-04-2024,13,66
CT,Capital Tower,12-04-2024,13,0
SBR,Six Battery Road,12-04-2024,13,79
CS,CapitaSpring,12-04-2024,13,205
