Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,06-04-2024,11,200
CQ,Clarke Quay,06-04-2024,11,222
FN,Funan,06-04-2024,11,188
PS,Plaza Singapura,06-04-2024,11,190
RCS,Raffles City,06-04-2024,11,672
TAO,The Atrium@Orchard,06-04-2024,11,0
BM,Bedok Mall,06-04-2024,11,60
TM,Tampines Mall,06-04-2024,11,172
BPP,Bukit Panjang Plaza,06-04-2024,11,166
J8,Junction 8,06-04-2024,11,45
LO,Lot One,06-04-2024,11,155
IMM,IMM,06-04-2024,11,763
WG,Westgate,06-04-2024,11,166
CG,CapitaGreen,06-04-2024,11,158
CT,Capital Tower,06-04-2024,11,32
SBR,Six Battery Road,06-04-2024,11,141
CS,CapitaSpring,06-04-2024,11,320
