Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,08-04-2024,09,293
CQ,Clarke Quay,08-04-2024,09,192
FN,Funan,08-04-2024,09,326
PS,Plaza Singapura,08-04-2024,09,662
RCS,Raffles City,08-04-2024,09,725
TAO,The Atrium@Orchard,08-04-2024,09,38
BM,Bedok Mall,08-04-2024,09,222
TM,Tampines Mall,08-04-2024,09,577
BPP,Bukit Panjang Plaza,08-04-2024,09,286
J8,Junction 8,08-04-2024,09,243
LO,Lot One,08-04-2024,09,278
IMM,IMM,08-04-2024,09,940
WG,Westgate,08-04-2024,09,485
CG,CapitaGreen,08-04-2024,09,109
CT,Capital Tower,08-04-2024,09,0
SBR,Six Battery Road,08-04-2024,09,109
CS,CapitaSpring,08-04-2024,09,226
