Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,08-04-2024,20,205
CQ,Clarke Quay,08-04-2024,20,175
FN,Funan,08-04-2024,20,248
PS,Plaza Singapura,08-04-2024,20,400
RCS,Raffles City,08-04-2024,20,590
TAO,The Atrium@Orchard,08-04-2024,20,24
BM,Bedok Mall,08-04-2024,20,53
TM,Tampines Mall,08-04-2024,20,318
BPP,Bukit Panjang Plaza,08-04-2024,20,201
J8,Junction 8,08-04-2024,20,147
LO,Lot One,08-04-2024,20,169
IMM,IMM,08-04-2024,20,592
WG,Westgate,08-04-2024,20,282
CG,CapitaGreen,08-04-2024,20,166
CT,Capital Tower,08-04-2024,20,21
SBR,Six Battery Road,08-04-2024,20,101
CS,CapitaSpring,08-04-2024,20,138
