Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,05-04-2024,19,117
CQ,Clarke Quay,05-04-2024,19,116
FN,Funan,05-04-2024,19,87
PS,Plaza Singapura,05-04-2024,19,199
RCS,Raffles City,05-04-2024,19,330
TAO,The Atrium@Orchard,05-04-2024,19,6
BM,Bedok Mall,05-04-2024,19,0
TM,Tampines Mall,05-04-2024,19,221
BPP,Bukit Panjang Plaza,05-04-2024,19,89
J8,Junction 8,05-04-2024,19,2
LO,Lot One,05-04-2024,19,91
IMM,IMM,05-04-2024,19,319
WG,Westgate,05-04-2024,19,1
CG,CapitaGreen,05-04-2024,19,155
CT,Capital Tower,05-04-2024,19,67
SBR,Six Battery Road,05-04-2024,19,109
CS,CapitaSpring,05-04-2024,19,162
