Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,11-04-2024,12,191
CQ,Clarke Quay,11-04-2024,12,76
FN,Funan,11-04-2024,12,168
PS,Plaza Singapura,11-04-2024,12,321
RCS,Raffles City,11-04-2024,12,356
TAO,The Atrium@Orchard,11-04-2024,12,5
BM,Bedok Mall,11-04-2024,12,10
TM,Tampines Mall,11-04-2024,12,320
BPP,Bukit Panjang Plaza,11-04-2024,12,189
J8,Junction 8,11-04-2024,12,55
LO,Lot One,11-04-2024,12,169
IMM,IMM,11-04-2024,12,426
WG,Westgate,11-04-2024,12,182
CG,CapitaGreen,11-04-2024,12,64
CT,Capital Tower,11-04-2024,12,0
SBR,Six Battery Road,11-04-2024,12,30
CS,CapitaSpring,11-04-2024,12,174
