Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,10-04-2024,21,211
CQ,Clarke Quay,10-04-2024,21,152
FN,Funan,10-04-2024,21,256
PS,Plaza Singapura,10-04-2024,21,314
RCS,Raffles City,10-04-2024,21,800
TAO,The Atrium@Orchard,10-04-2024,21,82
BM,Bedok Mall,10-04-2024,21,145
TM,Tampines Mall,10-04-2024,21,444
BPP,Bukit Panjang Plaza,10-04-2024,21,260
J8,Junction 8,10-04-2024,21,219
LO,Lot One,10-04-2024,21,230
IMM,IMM,10-04-2024,21,826
WG,Westgate,10-04-2024,21,376
CG,CapitaGreen,10-04-2024,21,177
CT,Capital Tower,10-04-2024,21,49
SBR,Six Battery Road,10-04-2024,21,149
CS,CapitaSpring,10-04-2024,21,340
