Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,02-04-2024,18,232
CQ,Clarke Quay,02-04-2024,18,135
FN,Funan,02-04-2024,18,198
PS,Plaza Singapura,02-04-2024,18,418
RCS,Raffles City,02-04-2024,18,560
TAO,The Atrium@Orchard,02-04-2024,18,14
BM,Bedok Mall,02-04-2024,18,95
TM,Tampines Mall,02-04-2024,18,373
BPP,Bukit Panjang Plaza,02-04-2024,18,185
J8,Junction 8,02-04-2024,18,130
LO,Lot One,02-04-2024,18,172
IMM,IMM,02-04-2024,18,626
WG,Westgate,02-04-2024,18,247
CG,CapitaGreen,02-04-2024,18,120
CT,Capital Tower,02-04-2024,18,71
SBR,Six Battery Road,02-04-2024,18,29
CS,CapitaSpring,02-04-2024,18,169
