Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,16-04-2024,15,187
CQ,Clarke Quay,16-04-2024,15,6
FN,Funan,16-04-2024,15,160
PS,Plaza Singapura,16-04-2024,15,363
RCS,Raffles City,16-04-2024,15,375
TAO,The Atrium@Orchard,16-04-2024,15,0
BM,Bedok Mall,16-04-2024,15,105
TM,Tampines Mall,16-04-2024,15,379
BPP,Bukit Panjang Plaza,16-04-2024,15,234
J8,Junction 8,16-04-2024,15,91
LO,Lot One,16-04-2024,15,210
IMM,IMM,16-04-2024,15,506
WG,Westgate,16-04-2024,15,240
CG,CapitaGreen,16-04-2024,15,42
CT,Capital Tower,16-04-2024,15,0
SBR,Six Battery Road,16-04-2024,15,31
CS,CapitaSpring,16-04-2024,15,156
