Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,09-04-2024,12,155
CQ,Clarke Quay,09-04-2024,12,64
FN,Funan,09-04-2024,12,143
PS,Plaza Singapura,09-04-2024,12,325
RCS,Raffles City,09-04-2024,12,366
TAO,The Atrium@Orchard,09-04-2024,12,0
BM,Bedok Mall,09-04-2024,12,23
TM,Tampines Mall,09-04-2024,12,246
BPP,Bukit Panjang Plaza,09-04-2024,12,154
J8,Junction 8,09-04-2024,12,58
LO,Lot One,09-04-2024,12,154
IMM,IMM,09-04-2024,12,341
WG,Westgate,09-04-2024,12,143
CG,CapitaGreen,09-04-2024,12,68
CT,Capital Tower,09-04-2024,12,0
SBR,Six Battery Road,09-04-2024,12,45
CS,CapitaSpring,09-04-2024,12,181
