Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,01-04-2024,15,204
CQ,Clarke Quay,01-04-2024,15,120
FN,Funan,01-04-2024,15,170
PS,Plaza Singapura,01-04-2024,15,373
RCS,Raffles City,01-04-2024,15,498
TAO,The Atrium@Orchard,01-04-2024,15,4
BM,Bedok Mall,01-04-2024,15,75
TM,Tampines Mall,01-04-2024,15,363
BPP,Bukit Panjang Plaza,01-04-2024,15,231
J8,Junction 8,01-04-2024,15,118
LO,Lot One,01-04-2024,15,195
IMM,IMM,01-04-2024,15,470
WG,Westgate,01-04-2024,15,267
CG,CapitaGreen,01-04-2024,15,79
CT,Capital Tower,01-04-2024,15,20
SBR,Six Battery Road,01-04-2024,15,27
CS,CapitaSpring,01-04-2024,15,188
