Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,06-04-2024,19,51
CQ,Clarke Quay,06-04-2024,19,78
FN,Funan,06-04-2024,19,22
PS,Plaza Singapura,06-04-2024,19,0
RCS,Raffles City,06-04-2024,19,273
TAO,The Atrium@Orchard,06-04-2024,19,30
BM,Bedok Mall,06-04-2024,19,0
TM,Tampines Mall,06-04-2024,19,13
BPP,Bukit Panjang Plaza,06-04-2024,19,105
J8,Junction 8,06-04-2024,19,9
LO,Lot One,06-04-2024,19,90
IMM,IMM,06-04-2024,19,206
WG,Westgate,06-04-2024,19,0
CG,CapitaGreen,06-04-2024,19,162
CT,Capital Tower,06-04-2024,19,42
SBR,Six Battery Road,06-04-2024,19,141
CS,CapitaSpring,06-04-2024,19,320
