Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,11-04-2024,18,232
CQ,Clarke Quay,11-04-2024,18,138
FN,Funan,11-04-2024,18,191
PS,Plaza Singapura,11-04-2024,18,392
RCS,Raffles City,11-04-2024,18,551
TAO,The Atrium@Orchard,11-04-2024,18,8
BM,Bedok Mall,11-04-2024,18,47
TM,Tampines Mall,11-04-2024,18,343
BPP,Bukit Panjang Plaza,11-04-2024,18,190
J8,Junction 8,11-04-2024,18,114
LO,Lot One,11-04-2024,18,167
IMM,IMM,11-04-2024,18,508
WG,Westgate,11-04-2024,18,246
CG,CapitaGreen,11-04-2024,18,117
CT,Capital Tower,11-04-2024,18,19
SBR,Six Battery Road,11-04-2024,18,22
CS,CapitaSpring,11-04-2024,18,155
