Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,07-04-2024,21,224
CQ,Clarke Quay,07-04-2024,21,173
FN,Funan,07-04-2024,21,310
PS,Plaza Singapura,07-04-2024,21,464
RCS,Raffles City,07-04-2024,21,819
TAO,The Atrium@Orchard,07-04-2024,21,84
BM,Bedok Mall,07-04-2024,21,161
TM,Tampines Mall,07-04-2024,21,415
BPP,Bukit Panjang Plaza,07-04-2024,21,255
J8,Junction 8,07-04-2024,21,216
LO,Lot One,07-04-2024,21,231
IMM,IMM,07-04-2024,21,856
WG,Westgate,07-04-2024,21,366
CG,CapitaGreen,07-04-2024,21,180
CT,Capital Tower,07-04-2024,21,31
SBR,Six Battery Road,07-04-2024,21,152
CS,CapitaSpring,07-04-2024,21,346
