Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,11-04-2024,10,260
CQ,Clarke Quay,11-04-2024,10,127
FN,Funan,11-04-2024,10,263
PS,Plaza Singapura,11-04-2024,10,547
RCS,Raffles City,11-04-2024,10,594
TAO,The Atrium@Orchard,11-04-2024,10,9
BM,Bedok Mall,11-04-2024,10,177
TM,Tampines Mall,11-04-2024,10,527
BPP,Bukit Panjang Plaza,11-04-2024,10,254
J8,Junction 8,11-04-2024,10,203
LO,Lot One,11-04-2024,10,262
IMM,IMM,11-04-2024,10,767
WG,Westgate,11-04-2024,10,402
CG,CapitaGreen,11-04-2024,10,67
CT,Capital Tower,11-04-2024,10,0
SBR,Six Battery Road,11-04-2024,10,49
CS,CapitaSpring,11-04-2024,10,178
