Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,10-04-2024,10,278
CQ,Clarke Quay,10-04-2024,10,247
FN,Funan,10-04-2024,10,316
PS,Plaza Singapura,10-04-2024,10,577
RCS,Raffles City,10-04-2024,10,846
TAO,The Atrium@Orchard,10-04-2024,10,88
BM,Bedok Mall,10-04-2024,10,125
TM,Tampines Mall,10-04-2024,10,457
BPP,Bukit Panjang Plaza,10-04-2024,10,248
J8,Junction 8,10-04-2024,10,211
LO,Lot One,10-04-2024,10,248
IMM,IMM,10-04-2024,10,820
WG,Westgate,10-04-2024,10,378
CG,CapitaGreen,10-04-2024,10,159
CT,Capital Tower,10-04-2024,10,53
SBR,Six Battery Road,10-04-2024,10,155
CS,CapitaSpring,10-04-2024,10,327
