Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,31-03-2024,12,140
CQ,Clarke Quay,31-03-2024,12,210
FN,Funan,31-03-2024,12,157
PS,Plaza Singapura,31-03-2024,12,208
RCS,Raffles City,31-03-2024,12,372
TAO,The Atrium@Orchard,31-03-2024,12,43
BM,Bedok Mall,31-03-2024,12,4
TM,Tampines Mall,31-03-2024,12,59
BPP,Bukit Panjang Plaza,31-03-2024,12,100
J8,Junction 8,31-03-2024,12,0
LO,Lot One,31-03-2024,12,105
IMM,IMM,31-03-2024,12,430
WG,Westgate,31-03-2024,12,0
CG,CapitaGreen,31-03-2024,12,125
CT,Capital Tower,31-03-2024,12,22
SBR,Six Battery Road,31-03-2024,12,144
CS,CapitaSpring,31-03-2024,12,333
