Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,12-04-2024,19,110
CQ,Clarke Quay,12-04-2024,19,65
FN,Funan,12-04-2024,19,85
PS,Plaza Singapura,12-04-2024,19,144
RCS,Raffles City,12-04-2024,19,219
TAO,The Atrium@Orchard,12-04-2024,19,0
BM,Bedok Mall,12-04-2024,19,0
TM,Tampines Mall,12-04-2024,19,134
BPP,Bukit Panjang Plaza,12-04-2024,19,92
J8,Junction 8,12-04-2024,19,42
LO,Lot One,12-04-2024,19,88
IMM,IMM,12-04-2024,19,299
WG,Westgate,12-04-2024,19,0
CG,CapitaGreen,12-04-2024,19,124
CT,Capital Tower,12-04-2024,19,61
SBR,Six Battery Road,12-04-2024,19,112
CS,CapitaSpring,12-04-2024,19,168
