Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,03-04-2024,16,216
CQ,Clarke Quay,03-04-2024,16,83
FN,Funan,03-04-2024,16,112
PS,Plaza Singapura,03-04-2024,16,385
RCS,Raffles City,03-04-2024,16,505
TAO,The Atrium@Orchard,03-04-2024,16,3
BM,Bedok Mall,03-04-2024,16,107
TM,Tampines Mall,03-04-2024,16,415
BPP,Bukit Panjang Plaza,03-04-2024,16,235
J8,Junction 8,03-04-2024,16,152
LO,Lot One,03-04-2024,16,206
IMM,IMM,03-04-2024,16,535
WG,Westgate,03-04-2024,16,292
CG,CapitaGreen,03-04-2024,16,86
CT,Capital Tower,03-04-2024,16,0
SBR,Six Battery Road,03-04-2024,16,30
CS,CapitaSpring,03-04-2024,16,164
