Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,03-04-2024,10,274
CQ,Clarke Quay,03-04-2024,10,113
FN,Funan,03-04-2024,10,256
PS,Plaza Singapura,03-04-2024,10,556
RCS,Raffles City,03-04-2024,10,642
TAO,The Atrium@Orchard,03-04-2024,10,3
BM,Bedok Mall,03-04-2024,10,201
TM,Tampines Mall,03-04-2024,10,508
BPP,Bukit Panjang Plaza,03-04-2024,10,250
J8,Junction 8,03-04-2024,10,214
LO,Lot One,03-04-2024,10,263
IMM,IMM,03-04-2024,10,787
WG,Westgate,03-04-2024,10,422
CG,CapitaGreen,03-04-2024,10,74
CT,Capital Tower,03-04-2024,10,0
SBR,Six Battery Road,03-04-2024,10,55
CS,CapitaSpring,03-04-2024,10,176
