Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,16-04-2024,21,179
CQ,Clarke Quay,16-04-2024,21,121
FN,Funan,16-04-2024,21,231
PS,Plaza Singapura,16-04-2024,21,529
RCS,Raffles City,16-04-2024,21,400
TAO,The Atrium@Orchard,16-04-2024,21,34
BM,Bedok Mall,16-04-2024,21,171
TM,Tampines Mall,16-04-2024,21,489
BPP,Bukit Panjang Plaza,16-04-2024,21,282
J8,Junction 8,16-04-2024,21,213
LO,Lot One,16-04-2024,21,242
IMM,IMM,16-04-2024,21,864
WG,Westgate,16-04-2024,21,405
CG,CapitaGreen,16-04-2024,21,158
CT,Capital Tower,16-04-2024,21,0
SBR,Six Battery Road,16-04-2024,21,48
CS,CapitaSpring,16-04-2024,21,158
