Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,01-04-2024,21,229
CQ,Clarke Quay,01-04-2024,21,206
FN,Funan,01-04-2024,21,298
PS,Plaza Singapura,01-04-2024,21,518
RCS,Raffles City,01-04-2024,21,773
TAO,The Atrium@Orchard,01-04-2024,21,27
BM,Bedok Mall,01-04-2024,21,159
TM,Tampines Mall,01-04-2024,21,460
BPP,Bukit Panjang Plaza,01-04-2024,21,268
J8,Junction 8,01-04-2024,21,208
LO,Lot One,01-04-2024,21,229
IMM,IMM,01-04-2024,21,860
WG,Westgate,01-04-2024,21,413
CG,CapitaGreen,01-04-2024,21,163
CT,Capital Tower,01-04-2024,21,13
SBR,Six Battery Road,01-04-2024,21,48
CS,CapitaSpring,01-04-2024,21,180
