Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,12-04-2024,11,242
CQ,Clarke Quay,12-04-2024,11,145
FN,Funan,12-04-2024,11,228
PS,Plaza Singapura,12-04-2024,11,464
RCS,Raffles City,12-04-2024,11,511
TAO,The Atrium@Orchard,12-04-2024,11,6
BM,Bedok Mall,12-04-2024,11,81
TM,Tampines Mall,12-04-2024,11,421
BPP,Bukit Panjang Plaza,12-04-2024,11,229
J8,Junction 8,12-04-2024,11,131
LO,Lot One,12-04-2024,11,216
IMM,IMM,12-04-2024,11,623
WG,Westgate,12-04-2024,11,352
CG,CapitaGreen,12-04-2024,11,72
CT,Capital Tower,12-04-2024,11,0
SBR,Six Battery Road,12-04-2024,11,75
CS,CapitaSpring,12-04-2024,11,181
