Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,06-04-2024,15,80
CQ,Clarke Quay,06-04-2024,15,170
FN,Funan,06-04-2024,15,27
PS,Plaza Singapura,06-04-2024,15,34
RCS,Raffles City,06-04-2024,15,435
TAO,The Atrium@Orchard,06-04-2024,15,37
BM,Bedok Mall,06-04-2024,15,29
TM,Tampines Mall,06-04-2024,15,80
BPP,Bukit Panjang Plaza,06-04-2024,15,165
J8,Junction 8,06-04-2024,15,56
LO,Lot One,06-04-2024,15,142
IMM,IMM,06-04-2024,15,358
WG,Westgate,06-04-2024,15,49
CG,CapitaGreen,06-04-2024,15,164
CT,Capital Tower,06-04-2024,15,41
SBR,Six Battery Road,06-04-2024,15,147
CS,CapitaSpring,06-04-2024,15,325
