Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,07-04-2024,17,99
CQ,Clarke Quay,07-04-2024,17,198
FN,Funan,07-04-2024,17,111
PS,Plaza Singapura,07-04-2024,17,192
RCS,Raffles City,07-04-2024,17,662
TAO,The Atrium@Orchard,07-04-2024,17,58
BM,Bedok Mall,07-04-2024,17,21
TM,Tampines Mall,07-04-2024,17,72
BPP,Bukit Panjang Plaza,07-04-2024,17,156
J8,Junction 8,07-04-2024,17,67
LO,Lot One,07-04-2024,17,136
IMM,IMM,07-04-2024,17,262
WG,Westgate,07-04-2024,17,70
CG,CapitaGreen,07-04-2024,17,171
CT,Capital Tower,07-04-2024,17,32
SBR,Six Battery Road,07-04-2024,17,149
CS,CapitaSpring,07-04-2024,17,350
