Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,09-04-2024,19,111
CQ,Clarke Quay,09-04-2024,19,94
FN,Funan,09-04-2024,19,94
PS,Plaza Singapura,09-04-2024,19,276
RCS,Raffles City,09-04-2024,19,435
TAO,The Atrium@Orchard,09-04-2024,19,10
BM,Bedok Mall,09-04-2024,19,7
TM,Tampines Mall,09-04-2024,19,155
BPP,Bukit Panjang Plaza,09-04-2024,19,116
J8,Junction 8,09-04-2024,19,60
LO,Lot One,09-04-2024,19,133
IMM,IMM,09-04-2024,19,395
WG,Westgate,09-04-2024,19,88
CG,CapitaGreen,09-04-2024,19,135
CT,Capital Tower,09-04-2024,19,61
SBR,Six Battery Road,09-04-2024,19,43
CS,CapitaSpring,09-04-2024,19,152
