Code,Name,Date,Hour,Available Lots
BPlus,Bugis +,12-04-2024,09,298
CQ,Clarke Quay,12-04-2024,09,204
FN,Funan,12-04-2024,09,333
PS,Plaza Singapura,12-04-2024,09,627
RCS,Raffles City,12-04-2024,09,793
TAO,The Atrium@Orchard,12-04-2024,09,36
BM,Bedok Mall,12-04-2024,09,208
TM,Tampines Mall,12-04-2024,09,588
BPP,Bukit Panjang Plaza,12-04-2024,09,282
J8,Junction 8,12-04-2024,09,235
LO,Lot One,12-04-2024,09,272
IMM,IMM,12-04-2024,09,948
WG,Westgate,12-04-2024,09,509
CG,CapitaGreen,12-04-2024,09,129
CT,Capital Tower,12-04-2024,09,0
SBR,Six Battery Road,12-04-2024,09,127
CS,CapitaSpring,12-04-2024,09,265
